intertie_id,year,generation_mwh,renewable_generation_mwh,ratio_renewable_generation
159-0000,2018,31062.22,2102.643,0.06769133049730508
159-0000,2019,31307.239999999998,2347.98,0.07499798768591547
159-0000,2020,31518.464,2399.937,0.07614384381167813
159-0000,2021,32234.882,2026.204,0.06285749704311
160-0000,2011,3599.0,0.0,0.0
160-0000,2012,4045.0,0.0,0.0
160-0000,2013,4048.0,0.0,0.0
160-0000,2014,4231.0,0.0,0.0
160-0000,2015,4110.0,0.0,0.0
160-0000,2016,4256.0,0.0,0.0
160-0000,2017,4244.298,0.0,0.0
160-0000,2018,4033.0,0.0,0.0
160-0000,2019,4042.567,0.0,0.0
160-0000,2020,4094.432,0.0,0.0
160-0000,2021,4260.0,0.0,0.0
161-0000,2011,3241.0,0.0,0.0
161-0000,2012,3523.0,0.0,0.0
161-0000,2013,3388.0,0.0,0.0
161-0000,2014,3481.92,0.0,0.0
161-0000,2015,3442.36,0.0,0.0
161-0000,2016,3300.275,0.0,0.0
161-0000,2017,3401.747,0.0,0.0
161-0000,2018,2653.826,0.0,0.0
161-0000,2019,2782.0,0.0,0.0
161-0000,2020,2909.0,0.0,0.0
161-0000,2021,2161.0,0.0,0.0
162-0000,2011,4550.0,0.0,0.0
162-0000,2012,5728.0,0.0,0.0
162-0000,2013,4569.0,0.0,0.0
162-0000,2014,4695.6,0.0,0.0
162-0000,2015,4733.1,0.0,0.0
162-0000,2016,4792.4,0.0,0.0
162-0000,2017,4735.0,0.0,0.0
162-0000,2018,4469.213,0.0,0.0
162-0000,2019,4510.0,0.0,0.0
162-0000,2020,3884.429,0.0,0.0
162-0000,2021,4655.922,0.0,0.0
163-0000,2011,3229.0,0.0,0.0
163-0000,2012,3464.0,0.0,0.0
163-0000,2013,5923.995,0.0,0.0
163-0000,2014,6598.0,0.0,0.0
163-0000,2015,6643.0,0.0,0.0
163-0000,2016,6349.0,0.0,0.0
163-0000,2017,6787.0,0.0,0.0
163-0000,2018,6780.0,0.0,0.0
163-0000,2019,6902.0,0.0,0.0
163-0000,2020,5090.0,0.0,0.0
163-0000,2021,7329.0,0.0,0.0
164-0000,2011,6153.0,0.0,0.0
164-0000,2012,6336.0,0.0,0.0
164-0000,2013,6345.0,0.0,0.0
164-0000,2014,5759.0,0.0,0.0
164-0000,2015,6584.988306,0.0,0.0
164-0000,2016,6818.348,0.0,0.0
164-0000,2017,6814.356,0.0,0.0
164-0000,2018,6768.559,0.0,0.0
164-0000,2019,6269.0,0.0,0.0
164-0000,2020,6244.0,0.0,0.0
164-0000,2021,6468.0,0.0,0.0
165-0000,2011,3085.0,0.0,0.0
165-0000,2012,3227.0,0.0,0.0
165-0000,2013,3515.0,0.0,0.0
165-0000,2014,3593.257,0.0,0.0
165-0000,2015,3577.981,0.0,0.0
165-0000,2016,3704.764,0.0,0.0
165-0000,2017,3419.244,0.0,0.0
165-0000,2018,3587.415,0.0,0.0
165-0000,2019,3691.484,0.0,0.0
165-0000,2020,3347.512,0.0,0.0
165-0000,2021,3385.903,0.0,0.0
166-0000,2011,6258.0,0.0,0.0
166-0000,2012,6376.0,0.0,0.0
166-0000,2013,6341.0,0.0,0.0
166-0000,2014,6721.97,0.0,0.0
166-0000,2015,7296.27,0.0,0.0
166-0000,2016,7322.11,0.0,0.0
166-0000,2017,7389.725,0.0,0.0
166-0000,2018,7424.42,0.0,0.0
166-0000,2019,7461.385,0.0,0.0
166-0000,2020,7519.46,0.0,0.0
166-0000,2021,7342.938,0.0,0.0
167-0000,2011,829.249,0.0,0.0
167-0000,2012,878.0,0.0,0.0
167-0000,2013,881.0,0.0,0.0
167-0000,2014,909.07,0.0,0.0
167-0000,2015,885.866,0.0,0.0
167-0000,2016,766.044,0.0,0.0
167-0000,2017,784.261,0.0,0.0
167-0000,2018,773.081,0.0,0.0
167-0000,2019,792.106,0.0,0.0
167-0000,2020,830.847,0.0,0.0
167-0000,2021,869.134,0.0,0.0
169-0000,2011,18800.0,0.0,0.0
169-0000,2012,19164.0,0.0,0.0
169-0000,2013,18160.0,0.0,0.0
169-0000,2014,18811.0,0.0,0.0
169-0000,2015,18511.6,0.0,0.0
169-0000,2016,18479.2,0.0,0.0
169-0000,2017,19143.18,0.0,0.0
169-0000,2018,19186.147,0.0,0.0
169-0000,2019,19189.907,0.0,0.0
169-0000,2020,18565.575,0.0,0.0
169-0000,2021,19099.986,0.0,0.0
170-0000,2011,328.82,0.0,0.0
170-0000,2012,566.0,28.0,0.04946996466431095
170-0000,2013,760.0,326.0,0.42894736842105263
170-0000,2014,819.097,142.871,0.17442500705044703
170-0000,2015,767.3469,401.256,0.5229134306791361
170-0000,2016,741.516,446.965,0.6027718889410343
170-0000,2017,723.4590000000001,350.2,0.4840633677927843
170-0000,2018,674.042,276.468,0.41016435177629884
170-0000,2019,671.9359999999999,271.39,0.40389263263167924
170-0000,2020,686.119,113.6,0.16556894649470424
170-0000,2021,668.29,0.0,0.0
171-0000,2011,211.787,0.0,0.0
171-0000,2012,192.0,0.0,0.0
171-0000,2013,170.0,0.0,0.0
171-0000,2014,186.037,0.0,0.0
171-0000,2015,194.16,0.0,0.0
171-0000,2016,195.538,0.0,0.0
171-0000,2017,189.184,0.0,0.0
171-0000,2018,200.199,0.0,0.0
171-0000,2019,145.148,0.0,0.0
171-0000,2020,183.294,0.0,0.0
171-0000,2021,209.359,0.0,0.0
172-0000,2011,798.502,0.0,0.0
172-0000,2012,820.0,0.0,0.0
172-0000,2013,1034.0,932.0,0.9013539651837524
172-0000,2014,1100.0,1097.0,0.9972727272727273
172-0000,2015,1129.0,1129.0,1.0
172-0000,2016,964.0,789.0,0.8184647302904564
172-0000,2017,1902.0,1898.0,0.9978969505783386
172-0000,2018,1309.0,1147.0,0.8762414056531703
172-0000,2019,1055.0,717.0,0.6796208530805687
172-0000,2020,1105.0,262.0,0.23710407239819004
172-0000,2021,1301.0,881.0,0.6771714066102997
173-0000,2011,448.601,5.517,0.012298233842546049
173-0000,2012,459.0,0.0,0.0
173-0000,2013,411.0,0.0,0.0
173-0000,2014,414.17,0.0,0.0
173-0000,2015,435.688,0.0,0.0
173-0000,2016,454.064,0.0,0.0
173-0000,2017,496.047,0.0,0.0
173-0000,2018,467.705,0.0,0.0
173-0000,2019,282.75,0.0,0.0
173-0000,2020,498.556,0.0,0.0
173-0000,2021,462.36,0.0,0.0
174-0000,2017,62.513,0.0,0.0
175-0000,2011,490.07,0.0,0.0
175-0000,2012,657.0,0.0,0.0
175-0000,2013,515.0,0.0,0.0
175-0000,2014,525.614,0.0,0.0
175-0000,2015,576.538508,0.0,0.0
175-0000,2016,515.04,0.0,0.0
175-0000,2017,606.36,0.0,0.0
175-0000,2018,570.6,0.0,0.0
175-0000,2019,525.478,0.0,0.0
175-0000,2020,615.484,0.0,0.0
175-0000,2021,621.926,0.0,0.0
176-0000,2011,715.839,44.0,0.06146633530724087
176-0000,2012,1197.0,188.0,0.1570593149540518
176-0000,2013,1216.0,375.0,0.30838815789473684
176-0000,2014,178.457,178.457,1.0
176-0000,2015,532.8772507,231.357,0.43416565390262774
176-0000,2016,251.399,184.889,0.7354404751013329
176-0000,2017,217.07600000000002,153.876,0.7088577272475999
176-0000,2018,1410.6129999999998,729.313,0.5170184877071174
176-0000,2019,1238.288,654.358,0.5284376493998165
176-0000,2020,1324.179,509.719,0.38493209754874524
176-0000,2021,1449.1190000000001,632.359,0.43637479047614447
177-0000,2015,56.799,0.0,0.0
177-0000,2016,200.677,0.0,0.0
177-0000,2017,244.669,0.0,0.0
177-0000,2018,65.74523399,0.0,0.0
177-0000,2019,126.915,0.0,0.0
177-0000,2020,264.655,0.0,0.0
177-0000,2021,122.73,0.0,0.0
178-0000,2011,732.5764,0.0,0.0
178-0000,2012,676.0,0.0,0.0
178-0000,2013,649.0,0.0,0.0
178-0000,2014,678.94,0.0,0.0
178-0000,2015,671.984,0.0,0.0
178-0000,2016,637.712,0.0,0.0
178-0000,2017,658.487,0.0,0.0
178-0000,2018,542.331,0.0,0.0
178-0000,2019,271.923,0.0,0.0
178-0000,2020,492.842,0.0,0.0
178-0000,2021,679.361,0.0,0.0
179-0000,2011,420.732,0.0,0.0
179-0000,2012,734.0,0.0,0.0
179-0000,2013,673.0,0.0,0.0
179-0000,2014,661.949,0.0,0.0
179-0000,2015,604.591,0.0,0.0
179-0000,2016,600.89,57.192,0.09517881808650502
179-0000,2017,569.596,0.0,0.0
179-0000,2018,598.653,0.0,0.0
179-0000,2019,558.02,0.0,0.0
179-0000,2020,527.947,0.0,0.0
179-0000,2021,478.382,0.0,0.0
180-0000,2011,4295.975,0.0,0.0
180-0000,2012,4533.0,0.0,0.0
180-0000,2013,4138.0,0.0,0.0
180-0000,2014,1554.99,668.643,0.42999826365442867
180-0000,2015,707.205,707.205,1.0
180-0000,2016,592.969,592.969,1.0
180-0000,2017,486.361,486.361,1.0
180-0000,2018,3367.673,358.261,0.10638235956994638
180-0000,2019,152.635,152.635,1.0
180-0000,2020,3042.315,0.0,0.0
180-0000,2021,3305.16,0.0,0.0
181-0000,2014,117.351,0.0,0.0
181-0000,2018,132.621,0.0,0.0
182-0000,2011,194.5705,0.0,0.0
182-0000,2012,200.0,0.0,0.0
182-0000,2013,200.0,0.0,0.0
182-0000,2014,72.576,0.0,0.0
182-0000,2015,245.1533955,0.0,0.0
182-0000,2016,248.3885982,0.0,0.0
182-0000,2017,231.591,0.0,0.0
182-0000,2018,110.507837,0.0,0.0
182-0000,2021,60.65,0.0,0.0
183-0000,2011,648.313,0.0,0.0
183-0000,2012,758.0,0.0,0.0
183-0000,2013,766.0,0.0,0.0
183-0000,2014,830.156,0.0,0.0
183-0000,2015,882.193,0.0,0.0
183-0000,2016,859.334,0.0,0.0
183-0000,2017,942.435,0.0,0.0
183-0000,2018,947.255,0.0,0.0
183-0000,2019,830.391,0.0,0.0
183-0000,2020,887.782,0.0,0.0
183-0000,2021,934.426,0.0,0.0
184-0000,2011,1146.596,0.0,0.0
184-0000,2012,1155.0,0.0,0.0
184-0000,2013,1104.0,0.0,0.0
184-0000,2014,1125.926,0.0,0.0
184-0000,2015,1286.465,0.0,0.0
184-0000,2016,1289.327,0.0,0.0
184-0000,2017,1322.974,0.0,0.0
184-0000,2018,1340.148,0.0,0.0
184-0000,2019,1264.894,0.0,0.0
184-0000,2020,1246.993,0.0,0.0
184-0000,2021,1248.425,0.0,0.0
185-0000,2011,472.204,0.0,0.0
185-0000,2012,480.0,0.0,0.0
185-0000,2013,457.0,0.0,0.0
185-0000,2014,441.152,0.0,0.0
185-0000,2015,440.8449119,0.0,0.0
185-0000,2016,414.243,0.0,0.0
185-0000,2017,409.468,0.0,0.0
185-0000,2018,404.712,0.0,0.0
185-0000,2019,355.928,0.0,0.0
185-0000,2020,424.791,0.0,0.0
185-0000,2021,426.589,0.0,0.0
186-0000,2011,1908.416,0.0,0.0
186-0000,2012,3656.0,0.0,0.0
186-0000,2013,2681.0,0.0,0.0
186-0000,2014,2060.313,0.0,0.0
186-0000,2015,2017.68,0.0,0.0
186-0000,2016,1977.794,0.0,0.0
186-0000,2017,1987.416,0.0,0.0
186-0000,2018,2071.426,0.0,0.0
186-0000,2019,2142.743,0.0,0.0
186-0000,2020,1983.991,0.0,0.0
186-0000,2021,1845.95,0.0,0.0
187-0000,2011,4313.795,0.0,0.0
187-0000,2012,3898.0,0.0,0.0
187-0000,2013,3161.0,0.0,0.0
187-0000,2014,1513.4810000000002,1026.611,0.6783111251479206
187-0000,2015,1493.577,742.247,0.49695931311207925
187-0000,2016,735.698,735.698,1.0
187-0000,2017,1500.2350000000001,624.335,0.41615813522548134
187-0000,2018,4008.221,1202.683,0.30005406388519995
187-0000,2019,1022.284,1022.284,1.0
187-0000,2020,3612.108,347.0,0.09606578762318291
187-0000,2021,3595.57,0.0,0.0
188-0000,2011,434.1617,0.0,0.0
188-0000,2012,474.0,0.0,0.0
188-0000,2013,426.0,0.0,0.0
188-0000,2014,445.063,0.0,0.0
188-0000,2015,511.807,0.0,0.0
188-0000,2016,552.596,0.0,0.0
188-0000,2017,542.716,0.0,0.0
188-0000,2018,547.907,0.0,0.0
188-0000,2019,545.939,0.0,0.0
188-0000,2020,558.74,0.0,0.0
188-0000,2021,598.808,0.0,0.0
189-0000,2011,416.313,0.0,0.0
189-0000,2012,417.0,0.0,0.0
189-0000,2013,399.0,0.0,0.0
189-0000,2014,372.622,0.0,0.0
189-0000,2015,407.267,0.0,0.0
189-0000,2016,406.4,0.0,0.0
189-0000,2017,414.305,0.0,0.0
189-0000,2018,389.923,0.0,0.0
189-0000,2019,387.515,0.0,0.0
189-0000,2020,403.149,0.0,0.0
189-0000,2021,414.766,0.0,0.0
190-0000,2011,606.7231,0.0,0.0
190-0000,2012,635.0,0.0,0.0
190-0000,2013,679.0,0.0,0.0
190-0000,2018,550.337,0.0,0.0
191-0000,2011,970.951,0.0,0.0
191-0000,2012,988.0,33.0,0.03340080971659919
191-0000,2013,1063.0,268.0,0.2521166509877705
191-0000,2014,169.777,76.613,0.4512566484270543
191-0000,2015,67.743,67.743,1.0
191-0000,2016,102.568,102.568,1.0
191-0000,2017,210.229,55.209,0.26261362609345046
191-0000,2018,1025.759,158.959,0.15496719989783175
191-0000,2019,1175.012,137.542,0.11705582581284277
191-0000,2020,1296.542,107.712,0.08307636775360923
191-0000,2021,1264.005,46.788,0.0370156763620397
192-0000,2011,282.2418,0.0,0.0
192-0000,2012,296.0,0.0,0.0
192-0000,2013,279.0,0.0,0.0
192-0000,2018,150.9636364,0.0,0.0
193-0000,2011,212.303,0.66,0.003108764360371733
193-0000,2012,222.0,0.0,0.0
193-0000,2013,188.0,0.0,0.0
193-0000,2014,206.757,0.0,0.0
193-0000,2015,201.31,0.0,0.0
193-0000,2016,192.999,0.0,0.0
193-0000,2017,195.172,0.0,0.0
193-0000,2018,215.92,0.0,0.0
193-0000,2019,204.029,0.0,0.0
193-0000,2020,183.663,0.0,0.0
193-0000,2021,95.368,0.0,0.0
194-0000,2011,4419.311,921.367,0.20848657177555507
194-0000,2012,4416.0,938.0,0.21240942028985507
194-0000,2013,4337.0,996.0,0.22965183306433018
194-0000,2014,4454.808,1149.714,0.2580838500783872
194-0000,2015,4621.302,986.523,0.2134729563226987
194-0000,2016,4342.39,964.785,0.2221783395779743
194-0000,2017,4362.213,744.575,0.1706874469449337
194-0000,2018,4376.741,785.961,0.17957676727958086
194-0000,2019,4286.627,807.531,0.18838378053420554
194-0000,2020,4302.169,774.169,0.17994853293768795
194-0000,2021,4238.503,682.343,0.1609867917988969
195-0000,2011,43500.0,0.0,0.0
195-0000,2012,44073.0,0.0,0.0
195-0000,2013,45209.0,0.0,0.0
195-0000,2014,97179.0,0.0,0.0
195-0000,2015,90553.0,0.0,0.0
195-0000,2016,96001.0,0.0,0.0
195-0000,2017,103913.16,0.0,0.0
195-0000,2018,96878.0,0.0,0.0
195-0000,2019,101725.62,0.0,0.0
195-0000,2020,94192.2,0.0,0.0
195-0000,2021,92227.0,0.0,0.0
196-0000,2011,426.984,0.0,0.0
196-0000,2012,503.0,0.0,0.0
196-0000,2013,454.0,0.0,0.0
196-0000,2014,443.881,0.0,0.0
196-0000,2015,443.6057,0.0,0.0
196-0000,2016,441.088,0.0,0.0
196-0000,2017,428.672,0.0,0.0
196-0000,2018,380.988,0.0,0.0
196-0000,2019,79.088,0.0,0.0
196-0000,2020,51.658,0.0,0.0
196-0000,2021,281.052,0.0,0.0
197-0000,2013,707.0,0.0,0.0
197-0000,2014,658.4,0.0,0.0
197-0000,2015,638.4,0.0,0.0
197-0000,2016,705.1,0.0,0.0
197-0000,2017,695.0,0.0,0.0
197-0000,2018,708.8407407,0.0,0.0
197-0000,2019,724.3,0.0,0.0
197-0000,2020,723.0,0.0,0.0
197-0000,2021,344.7,0.0,0.0
198-0000,2011,369.216,0.0,0.0
198-0000,2012,760.0,0.0,0.0
198-0000,2013,740.0,0.0,0.0
198-0000,2014,782.2,0.0,0.0
198-0000,2015,767.3,0.0,0.0
198-0000,2016,769.4,0.0,0.0
198-0000,2017,781.719,0.0,0.0
198-0000,2018,858.155,0.0,0.0
198-0000,2019,888.186,0.0,0.0
198-0000,2020,873.346,0.0,0.0
198-0000,2021,891.807,0.0,0.0
204-0000,2017,46.0,0.0,0.0
208-0000,2011,261.5155,0.0,0.0
208-0000,2012,503.0,0.0,0.0
208-0000,2013,503.0,0.0,0.0
208-0000,2014,497.694,0.0,0.0
208-0000,2015,463.849,0.0,0.0
208-0000,2016,486.616,0.0,0.0
208-0000,2017,450.9829962,0.0,0.0
213-0000,2011,267.042,0.0,0.0
213-0000,2012,287.0,0.0,0.0
213-0000,2013,299.0,0.0,0.0
213-0000,2014,318.36,0.0,0.0
213-0000,2015,323.737,0.0,0.0
213-0000,2016,357.974,0.0,0.0
213-0000,2017,363.697,0.0,0.0
213-0000,2018,400.003,0.0,0.0
213-0000,2019,431.358,0.0,0.0
213-0000,2020,438.02,0.0,0.0
213-0000,2021,485.265,0.0,0.0
215-1985,2011,5347753.53,400141.0,0.07482412900207089
215-1985,2012,5310841.0,578475.0,0.1089234266286639
215-1985,2013,5242812.87,611512.0,0.1166381511533903
215-1985,2014,5161661.069,671827.0,0.13015713178745328
215-1985,2015,5059081.98,707719.0,0.13989079496988108
215-1985,2016,5082469.767,728404.0,0.14331693711774912
215-1985,2017,5190625.84,643848.0,0.12404053380969568
215-1985,2018,5033526.119,754267.0,0.14984863139040364
215-1985,2019,4903490.032000001,763093.0,0.15562242301301366
215-1985,2020,4968128.18,796528.3,0.16032764677983813
215-1985,2021,4926283.78,671031.0,0.1362144427660235
216-1982,2011,86159.0,46189.0,0.5360902517438689
216-1982,2012,90420.0,44135.0,0.4881110373811104
216-1982,2013,90426.0,54750.0,0.6054674540508261
216-1982,2014,87283.0,54955.0,0.6296185969776474
216-1982,2015,88161.0,55982.0,0.6349973344222501
216-1982,2016,88820.0,55731.0,0.6274600315244314
216-1982,2017,89504.0,56473.0,0.6309550411154808
216-1982,2018,92707.0,65164.0,0.7029026934319954
216-1982,2019,96218.0,72333.0,0.7517616246440375
216-1982,2020,88245.0,54317.0,0.6155249589211853
216-1982,2021,96412.0,58733.0,0.6091876529892545
217-2009,2011,188072.0,183477.0,0.9755678676251648
217-2009,2012,281730.0,280033.0,0.9939765023249211
217-2009,2013,267082.0,255620.0,0.9570843411386765
217-2009,2014,164360.06,162955.0,0.9914513294774898
217-2009,2015,166610.54,165190.0,0.9914738887467743
217-2009,2016,264376.74,264222.0,0.9994146988876556
217-2009,2017,278671.6,273512.0,0.9814850167724304
217-2009,2018,269344.58,249798.0,0.9274290947306234
217-2009,2019,244171.0,213362.0,0.8738220345577484
217-2009,2020,269755.28,268303.0,0.9946163055640652
217-2009,2021,280807.38,279424.0,0.9950735625253154
218-0000,2011,1946.208,0.0,0.0
218-0000,2012,2031.0,0.0,0.0
218-0000,2013,2266.0,0.0,0.0
218-0000,2014,2284.423,0.0,0.0
218-0000,2015,2161.015,0.0,0.0
218-0000,2016,1282.889,0.0,0.0
218-0000,2017,56.0,0.0,0.0
219-0000,2011,116536.0,115150.0,0.9881066794810187
219-0000,2012,115458.0,113638.0,0.9842366921304717
219-0000,2013,113395.0,113244.0,0.9986683716213237
219-0000,2014,111750.0,111499.0,0.9977539149888143
219-0000,2015,109012.0,109012.0,1.0
219-0000,2016,106100.0,105001.0,0.9896418473138548
219-0000,2017,113591.0,113591.0,1.0
219-0000,2018,108440.0,108440.0,1.0
219-0000,2019,110592.0,110592.0,1.0
219-0000,2021,119388.0,119388.0,1.0
221-0000,2011,50211.0,0.0,0.0
221-0000,2012,49580.0,0.0,0.0
221-0000,2013,50252.0,0.0,0.0
221-0000,2014,49637.0,0.0,0.0
221-0000,2015,50112.0,0.0,0.0
221-0000,2016,50162.0,0.0,0.0
221-0000,2017,49165.0,0.0,0.0
221-0000,2018,48253.0,0.0,0.0
221-0000,2019,47567.0,0.0,0.0
221-0000,2020,51138.0,0.0,0.0
221-0000,2021,47331.0,0.0,0.0
222-0000,2011,389221.0,385796.0,0.9912003720251477
222-0000,2012,430029.0,429207.0,0.9980885010080716
222-0000,2013,401888.0,401169.0,0.9982109443427024
222-0000,2014,424528.0,424329.0,0.9995312441111069
222-0000,2015,427995.0,427681.0,0.9992663465694692
222-0000,2016,418992.0,418626.0,0.9991264749684958
222-0000,2017,430780.0,430681.0,0.9997701843168206
222-0000,2018,396693.0,396556.0,0.999654644775683
222-0000,2019,358237.0,356866.0,0.9961729246281094
222-0000,2020,409162.0,409162.0,1.0
222-0000,2021,433228.0,433223.0,0.9999884587330459
223-0000,2011,148402.0,126550.0,0.8527513106292368
223-0000,2012,153061.0,147434.0,0.9632368794140898
223-0000,2013,151649.0,145841.0,0.9617010333071765
223-0000,2014,157354.0,157354.0,1.0
223-0000,2015,158000.0,158000.0,1.0
223-0000,2016,153793.0,153793.0,1.0
223-0000,2017,162081.0,161169.0,0.9943731837784812
223-0000,2018,148213.0,148139.0,0.9995007185604502
223-0000,2019,149777.0,149777.0,1.0
223-0000,2020,151101.0,151101.0,1.0
223-0000,2021,157575.0,157571.0,0.9999746152625734
224_0000,2011,60559.1799955,0.0,0.0
224_0000,2012,71118.0,0.0,0.0
224_0000,2013,71177.0,0.0,0.0
224_0000,2014,75208.0,0.0,0.0
224_0000,2015,80721.0,0.0,0.0
224_0000,2016,72702.0,0.0,0.0
224_0000,2017,65312.0,0.0,0.0
224_0000,2018,61008.0,0.0,0.0
224_0000,2019,56413.0,0.0,0.0
224_0000,2020,55955.0,0.0,0.0
224_0000,2021,49695.0,0.0,0.0
225_0000,2011,20234.0,20169.0,0.9967875852525452
225_0000,2012,21609.0,21609.0,1.0
225_0000,2013,20566.0,20566.0,1.0
225_0000,2014,21626.0,21626.0,1.0
225_0000,2015,21469.0,20141.0,0.9381433695095254
225_0000,2016,21917.0,18871.0,0.8610211251539901
225_0000,2017,24339.0,20771.0,0.8534040018077982
225_0000,2018,19119.0,13541.0,0.7082483393482922
225_0000,2019,17384.0,14920.0,0.8582604693971468
225_0000,2020,17628.0,16593.0,0.941286589516678
225_0000,2021,18317.0,17557.0,0.958508489381449
