aea_plant_id,plant_name,intertie_id,generator_id,prime_mover,primary_fuel,other_fuel,capacity_mw,status
P194,Levelock,140-0000,3,IC,DFO,,0.067,OP
P195,Lime Village,141-0000,,PV,SUN,,0.012,OS
P196,Manokotak,142-0000,1,IC,DFO,,0.3,OP
P196,Manokotak,142-0000,2,IC,DFO,,0.3,OP
P197,Eklutna Generation Station,215-1985,EGS01,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS02,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS03,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS04,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS05,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS06,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS07,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS08,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS09,IC,NG,DFO,17.1,OP
P197,Eklutna Generation Station,215-1985,EGS10,IC,NG,DFO,17.1,OP
P198,McGrath,143-0000,11,IC,DFO,,0.4,OP
P198,McGrath,143-0000,12,IC,DFO,,0.4,OP
P198,McGrath,143-0000,13,IC,DFO,,0.4,OP
P198,McGrath,143-0000,14,IC,DFO,,0.4,OP
P198,McGrath,143-0000,3,IC,DFO,,0.2,RE
P198,McGrath,143-0000,3A,IC,DFO,,0.5,RE
P198,McGrath,143-0000,4,IC,DFO,,0.2,RE
P198,McGrath,143-0000,4A,IC,DFO,,0.5,RE
P198,McGrath,143-0000,5,IC,DFO,,0.6,RE
P198,McGrath,143-0000,6,IC,DFO,,0.6,RE
P198,McGrath,143-0000,7,IC,DFO,,0.6,RE
P199,Centennial,225_0000,,BA,MWH,,1.0,OP
P199,Centennial,225_0000,IC6,IC,DFO,,3.3,OP
P199,Centennial,225_0000,IC7,IC,DFO,,1.8,RE
P2,Akhiok,001-0000,1,IC,DFO,,0.125,OP
P2,Akhiok,001-0000,2,IC,DFO,,0.125,OP
P2,Akhiok,001-0000,3,IC,DFO,,0.09,OP
P20,Craig,023-2015,3A,IC,DFO,,1.6,RE
P20,Craig,023-2015,1,IC,DFO,,1.285,OP
P20,Craig,023-2015,1,IC,DFO,,1.285,OP
P20,Craig,023-2015,2,IC,DFO,,1.3,OP
P20,Craig,023-2015,3,IC,DFO,,1.18,OP
P20,Craig,023-2015,4,IC,DFO,,1.75,OP
P200,Chester Lake,225_0000,1,HY,WAT,,1.3,OP
P201,Purple Lake,225_0000,1,HY,WAT,,1.3,OP
P201,Purple Lake,225_0000,2,HY,WAT,,1.3,OP
P201,Purple Lake,225_0000,3,HY,WAT,,1.3,OP
P202,Chuathbaluk,144-0000,1,IC,DFO,,0.078,OP
P202,Chuathbaluk,144-0000,2,IC,DFO,,0.064,OP
P202,Chuathbaluk,144-0000,3,IC,DFO,,0.037,OS
P203,Crooked Creek,145-0000,1,IC,DFO,,0.095,OP
P203,Crooked Creek,145-0000,2,IC,DFO,,0.099,OP
P203,Crooked Creek,145-0000,3,IC,DFO,,0.08,OP
P205,Sleetmute,147-0000,1,IC,DFO,,0.11,OP
P205,Sleetmute,147-0000,2,IC,DFO,,0.085,OP
P205,Sleetmute,147-0000,3,IC,DFO,,0.064,OP
P205,Sleetmute,147-0000,4,IC,DFO,,0.064,OS
P206,Stony River,148-0000,1,IC,DFO,,0.064,OP
P206,Stony River,148-0000,2,IC,DFO,,0.037,OP
P206,Stony River,148-0000,3,IC,DFO,,0.037,OP
P207,Naknek,150-0000,4A,IC,DFO,,1.3,OP
P207,Naknek,150-0000,5A,IC,DFO,,1.0,OP
P207,Naknek,150-0000,6A,IC,DFO,,1.0,OP
P207,Naknek,150-0000,7A,IC,DFO,,1.0,OP
P207,Naknek,150-0000,8,IC,DFO,,1.0,OP
P207,Naknek,150-0000,NA1,IC,DFO,,1.1,OP
P207,Naknek,150-0000,NA2,IC,DFO,,1.1,OP
P207,Naknek,150-0000,NA3,IC,DFO,,0.8,OP
P207,Naknek,150-0000,NA4,IC,DFO,,0.8,OP
P207,Naknek,150-0000,NA5,IC,DFO,,0.8,OP
P207,Naknek,150-0000,NA6,IC,DFO,,3.3,OP
P207,Naknek,150-0000,NA7,IC,DFO,,3.3,OP
P207,Naknek,150-0000,5,IC,DFO,,0.4,RE
P207,Naknek,150-0000,6,IC,DFO,,0.4,RE
P207,Naknek,150-0000,7,IC,DFO,,0.4,RE
P208,Napakiak,034-1988,1,IC,DFO,,0.25,OP
P209,Napaskiak,153-0000,1,IC,DFO,,0.2,OS
P209,Napaskiak,153-0000,2,IC,DFO,,0.117,OP
P209,Napaskiak,153-0000,3,IC,DFO,,0.25,OS
P21,False Island,023-2015,1,IC,DFO,,1.3,OP
P21,False Island,023-2015,3,IC,DFO,,0.3,RE
P210,Chefornak,154-0000,1,IC,DFO,,0.371,OP
P210,Chefornak,154-0000,2,IC,DFO,,0.371,OP
P210,Chefornak,154-0000,3,IC,DFO,,0.179,OP
P210,Chefornak,154-0000,,WT,WND,,0.285,OP
P211,Perryville,155-0000,1,IC,DFO,,0.276,OP
P211,Perryville,155-0000,2,IC,DFO,,0.099,OP
P211,Perryville,155-0000,3,IC,DFO,,0.099,OP
P211,Perryville,155-0000,,WT,WND,,0.0239999999999999,OP
P212,Nelson Lagoon,156-0000,3,IC,DFO,,0.05,OP
P212,Nelson Lagoon,156-0000,3,IC,DFO,,0.05,OP
P212,Nelson Lagoon,156-0000,3,IC,DFO,,0.05,OP
P213,Koliganek,157-0000,1,IC,DFO,,0.15,OP
P213,Koliganek,157-0000,2,IC,DFO,,0.276,OP
P213,Koliganek,157-0000,3,IC,DFO,,0.276,OP
P214,Nikolai,158-0000,1,IC,DFO,,0.1,OP
P214,Nikolai,158-0000,2,IC,DFO,,0.1,OP
P214,Nikolai,158-0000,3,IC,DFO,,0.0,OS
P215,Snake River,159-0000,12,IC,DFO,,3.8,OP
P215,Snake River,159-0000,14,IC,DFO,,2.0,OP
P215,Snake River,159-0000,15,IC,DFO,,5.2,OP
P215,Snake River,159-0000,16,IC,DFO,,5.2,OP
P215,Snake River,159-0000,18,IC,DFO,,0.4,OP
P215,Snake River,159-0000,11,IC,DFO,,1.5,RE
P215,Snake River,159-0000,5,IC,DFO,,1.2,RE
P215,Snake River,159-0000,6,IC,DFO,,1.0,RE
P215,Snake River,159-0000,9,IC,DFO,,2.8,RE
P215,Snake River,159-0000,EWT 1,WT,WND,,0.9,OP
P215,Snake River,159-0000,EWT 2,WT,WND,,0.9,OP
P215,Snake River,159-0000,ENT,WT,WND,,0.8,RE
P216,Anaktuvuk Pass,160-0000,1,IC,DFO,,0.3,OP
P216,Anaktuvuk Pass,160-0000,2,IC,DFO,,0.3,OP
P216,Anaktuvuk Pass,160-0000,3,IC,DFO,,0.3,OP
P216,Anaktuvuk Pass,160-0000,6,IC,DFO,,0.9,OP
P216,Anaktuvuk Pass,160-0000,7,IC,DFO,,0.9,OP
P216,Anaktuvuk Pass,160-0000,4,IC,DFO,,0.1,RE
P216,Anaktuvuk Pass,160-0000,5,IC,DFO,,0.1,RE
P217,Atqasuk,161-0000,NA1,IC,DFO,,0.9,OP
P217,Atqasuk,161-0000,NA2,IC,DFO,,0.9,OP
P217,Atqasuk,161-0000,NA3,IC,DFO,,0.4,OP
P217,Atqasuk,161-0000,PG2,IC,DFO,,0.4,OP
P217,Atqasuk,161-0000,PG3,IC,DFO,,0.6,OP
P217,Atqasuk,161-0000,PG1,IC,DFO,,0.2,RE
P218,Kaktovik,162-0000,PG1A,IC,DFO,,0.9,OP
P218,Kaktovik,162-0000,PG2A,IC,DFO,,0.9,OP
P218,Kaktovik,162-0000,PG3A,IC,DFO,,0.4,OP
P218,Kaktovik,162-0000,PG4A,IC,DFO,,0.4,OP
P219,Nuiqsut,163-0000,PG1A,IC,DFO,,0.9,OP
P219,Nuiqsut,163-0000,PG2A,IC,DFO,,0.9,OP
P219,Nuiqsut,163-0000,PG3A,IC,DFO,,0.4,OP
P219,Nuiqsut,163-0000,PG3B,IC,NG,,0.6,OP
P219,Nuiqsut,163-0000,PG5A,IC,NG,,0.8,OP
P219,Nuiqsut,163-0000,PG6A,IC,NG,,0.8,OP
P219,Nuiqsut,163-0000,PG4A,IC,DFO,,0.4,RE
P22,Haines,032-1998,10,IC,DFO,,1.2,OP
P22,Haines,032-1998,11,IC,DFO,,1.9,OP
P22,Haines,032-1998,12,IC,DFO,,1.5,OP
P22,Haines,032-1998,5,IC,DFO,,0.6,OS
P22,Haines,032-1998,7A,IC,DFO,,2.8,OP
P22,Haines,032-1998,IC8A,IC,DFO,,1.6,OP
P22,Haines,032-1998,9,IC,DFO,,1.1,RE
P22,Haines,032-1998,1,IC,DFO,,0.298,OP
P22,Haines,032-1998,2,IC,DFO,,0.122,OP
P220,Point Hope,164-0000,PG1A,IC,DFO,,1.0,OP
P220,Point Hope,164-0000,PG6,IC,DFO,,0.6,OP
P220,Point Hope,164-0000,PG7,IC,DFO,,0.6,OP
P220,Point Hope,164-0000,PG8,IC,DFO,,0.9,OP
P220,Point Hope,164-0000,PG1,IC,DFO,,0.3,RE
P220,Point Hope,164-0000,PG2,IC,DFO,,0.3,RE
P220,Point Hope,164-0000,PG3,IC,DFO,,0.3,RE
P220,Point Hope,164-0000,PG4,IC,DFO,,0.4,RE
P220,Point Hope,164-0000,PG5,IC,DFO,,0.2,RE
P221,Point Lay,165-0000,PG10,IC,DFO,,0.6,OP
P221,Point Lay,165-0000,PG7,IC,DFO,,0.6,OP
P221,Point Lay,165-0000,PG8,IC,DFO,,0.6,OP
P221,Point Lay,165-0000,PG9,IC,DFO,,0.6,OP
P221,Point Lay,165-0000,PG1A,IC,DFO,,0.3,RE
P221,Point Lay,165-0000,PG2A,IC,DFO,,0.3,RE
P221,Point Lay,165-0000,PG3,IC,DFO,,0.2,RE
P221,Point Lay,165-0000,PG3A,IC,DFO,,0.3,RE
P221,Point Lay,165-0000,PG4,IC,DFO,,0.2,RE
P221,Point Lay,165-0000,PG4A,IC,DFO,,0.3,RE
P221,Point Lay,165-0000,PG5,IC,DFO,,0.3,RE
P221,Point Lay,165-0000,PG6,IC,DFO,,0.3,RE
P222,Wainwright,166-0000,PG1,IC,DFO,,0.4,OP
P222,Wainwright,166-0000,PG2,IC,DFO,,0.4,OP
P222,Wainwright,166-0000,PG3,IC,DFO,,0.4,OP
P222,Wainwright,166-0000,PG4A,IC,DFO,,0.9,OP
P222,Wainwright,166-0000,PG5,IC,DFO,,0.9,OP
P222,Wainwright,166-0000,PG4,IC,DFO,,0.3,RE
P223,Nunam Iqua,167-0000,1,IC,DFO,,0.21,OS
P223,Nunam Iqua,167-0000,2,IC,DFO,,0.21,OS
P223,Nunam Iqua,167-0000,3,IC,DFO,,0.21,OP
P223,Nunam Iqua,167-0000,4,IC,DFO,,0.21,OP
P223,Nunam Iqua,167-0000,1,IC,DFO,,0.21,OS
P223,Nunam Iqua,167-0000,2,IC,DFO,,0.21,OS
P223,Nunam Iqua,167-0000,3,IC,DFO,,0.21,OP
P223,Nunam Iqua,167-0000,4,IC,DFO,,0.21,OP
P224,Dillingham,169-0000,10,IC,DFO,,1.1,OP
P224,Dillingham,169-0000,11,IC,DFO,,1.0,OP
P224,Dillingham,169-0000,12,IC,DFO,,1.0,OP
P224,Dillingham,169-0000,13,IC,DFO,,1.0,OP
P224,Dillingham,169-0000,14,IC,DFO,,1.0,OP
P224,Dillingham,169-0000,15,IC,DFO,,1.0,OP
P224,Dillingham,169-0000,16,IC,DFO,,0.5,OP
P224,Dillingham,169-0000,17,IC,DFO,,2.2,OP
P224,Dillingham,169-0000,18,IC,DFO,,2.2,OP
P224,Dillingham,169-0000,3,IC,DFO,,0.3,RE
P224,Dillingham,169-0000,4,IC,DFO,,0.5,RE
P224,Dillingham,169-0000,5,IC,DFO,,0.7,RE
P224,Dillingham,169-0000,6,IC,DFO,,1.0,RE
P224,Dillingham,169-0000,8,IC,DFO,,0.8,RE
P224,Dillingham,169-0000,IC9,IC,DFO,,0.8,RE
P225,Ouzinkie,170-0000,,HY,WAT,,0.125,OP
P225,Ouzinkie,170-0000,1,IC,DFO,,0.045,OP
P225,Ouzinkie,170-0000,2,IC,DFO,,0.101,OP
P225,Ouzinkie,170-0000,3,IC,DFO,,0.19,OP
P227,Pedro Bay,171-0000,1,IC,DFO,,0.095,OP
P227,Pedro Bay,171-0000,2,IC,DFO,,0.062,OS
P227,Pedro Bay,171-0000,3,IC,DFO,,0.062,OS
P228,Pelican,172-0000,HC1,HY,WAT,,0.6,OP
P228,Pelican,172-0000,HC2,HY,WAT,,0.8,OP
P228,Pelican,172-0000,IC6,IC,DFO,,0.4,OP
P228,Pelican,172-0000,IC7,IC,DFO,,0.4,OP
P228,Pelican,172-0000,IC8,IC,DFO,,0.2,OP
P228,Pelican,172-0000,IC1,IC,DFO,,0.3,RE
P228,Pelican,172-0000,IC2,IC,DFO,,0.1,RE
P228,Pelican,172-0000,IC3,IC,DFO,,0.2,RE
P228,Pelican,172-0000,IC4,IC,DFO,,0.2,RE
P228,Pelican,172-0000,IC5,IC,DFO,,0.4,RE
P229,Blind Slough,217-2009,3,HY,WAT,,1.6,OP
P229,Blind Slough,217-2009,IC1,IC,DFO,,2.6,OP
P229,Blind Slough,217-2009,IC3,IC,DFO,,1.2,OP
P229,Blind Slough,217-2009,IC4,IC,DFO,,0.6,OP
P229,Blind Slough,217-2009,IC5,IC,DFO,,0.8,OP
P229,Blind Slough,217-2009,IC6,IC,DFO,,2.6,OP
P229,Blind Slough,217-2009,IC7,IC,DFO,,2.6,OP
P229,Blind Slough,217-2009,IC8,IC,DFO,,2.5,OP
P229,Blind Slough,217-2009,IC2,IC,DFO,,0.3,RE
P23,Hydaburg,023-2015,1,IC,DFO,,0.8,OP
P23,Hydaburg,023-2015,2,IC,DFO,,0.33,OP
P23,Hydaburg,023-2015,3,IC,DFO,,0.315,OP
P230,Pilot Point,173-0000,1,IC,DFO,,0.099,OP
P230,Pilot Point,173-0000,2,IC,DFO,,0.099,OP
P230,Pilot Point,173-0000,3,IC,DFO,,0.099,OS
P230,Pilot Point,173-0000,,WT,WND,,0.2,OS
P231,Platinum,174-0000,1,IC,DFO,,0.065,OS
P231,Platinum,174-0000,2,IC,DFO,,0.055,OP
P232,Port Heiden,175-0000,1,IC,DFO,,0.276,OP
P232,Port Heiden,175-0000,2,IC,DFO,,0.276,OP
P232,Port Heiden,175-0000,3,IC,DFO,,0.15,OP
P233,Kongiganak,176-0000,,BA,MWH,,0.295,OP
P233,Kongiganak,176-0000,2,IC,DFO,,0.275,OP
P233,Kongiganak,176-0000,3,IC,DFO,,0.275,OS
P233,Kongiganak,176-0000,4,IC,DFO,,0.14,OP
P233,Kongiganak,176-0000,2,IC,DFO,,0.275,OP
P233,Kongiganak,176-0000,3,IC,DFO,,0.275,OS
P233,Kongiganak,176-0000,4,IC,DFO,,0.14,OP
P233,Kongiganak,176-0000,1,IC,DFO,,0.235,OP
P233,Kongiganak,176-0000,1,IC,DFO,,0.235,OP
P233,Kongiganak,176-0000,,WT,WND,,0.475,OP
P234,Rampart,177-0000,2,IC,DFO,,0.105,OS
P234,Rampart,177-0000,1,IC,DFO,,0.11,OP
P234,Rampart,177-0000,3,IC,DFO,,0.045,OP
P235,Willow Solar,215-1985,,PV,SUN,,0.14,OP
P235,Willow Solar,215-1985,,PV,SUN,,1.2,OP
P236,Ruby,178-0000,1,IC,DFO,,0.23,OP
P236,Ruby,178-0000,2,IC,DFO,,0.18,OP
P236,Ruby,178-0000,3,IC,DFO,,0.117,OP
P237,Saint George,179-0000,1,IC,DFO,,0.21,OP
P237,Saint George,179-0000,2,IC,DFO,,0.21,OP
P237,Saint George,179-0000,3,IC,DFO,,0.21,OP
P237,Saint George,179-0000,4,IC,DFO,,0.2,OP
P237,Saint George,179-0000,,WT,WND,,0.095,OS
P238,Saint Paul,180-0000,1,IC,DFO,,0.855,OP
P238,Saint Paul,180-0000,2,IC,DFO,,0.38,OS
P238,Saint Paul,180-0000,3,IC,DFO,,0.26,OP
P238,Saint Paul,180-0000,4,IC,DFO,,0.3,OP
P238,Saint Paul,180-0000,5,IC,DFO,,0.0,OS
P238,Saint Paul,180-0000,6,IC,DFO,,0.855,OP
P239,Seward,215-1985,3,IC,DFO,,2.5,OP
P239,Seward,215-1985,4,IC,DFO,,2.5,OP
P239,Seward,215-1985,5,IC,DFO,,2.5,OP
P239,Seward,215-1985,6,IC,DFO,,2.8,OP
P239,Seward,215-1985,N1,IC,DFO,,2.8,OP
P239,Seward,215-1985,N2,IC,DFO,,2.5,OP
P239,Seward,215-1985,1,IC,DFO,,1.5,RE
P239,Seward,215-1985,2,IC,DFO,,1.5,RE
P24,Klawock Power Generation Station,023-2015,1,IC,DFO,,2.5,OP
P240,Blue Lake Hydro,219-0000,3,HY,WAT,,5.3,OP
P240,Blue Lake Hydro,219-0000,4,HY,WAT,,5.3,OP
P240,Blue Lake Hydro,219-0000,5,HY,WAT,,5.3,OP
P240,Blue Lake Hydro,219-0000,1,HY,WAT,,3.5,RE
P240,Blue Lake Hydro,219-0000,2,HY,WAT,,3.5,RE
P241,Green Lake,219-0000,1,HY,WAT,,9.3,OP
P241,Green Lake,219-0000,2,HY,WAT,,9.3,OP
P242,Jarvis Street,219-0000,1,IC,DFO,,2.0,OP
P242,Jarvis Street,219-0000,2,IC,DFO,,2.8,OP
P242,Jarvis Street,219-0000,3,IC,DFO,,2.8,OP
P242,Jarvis Street,219-0000,4,IC,DFO,,4.5,OP
P242,Jarvis Street,219-0000,5,IC,DFO,,13.5,OP
P243,South Fork Hydro (Eagle River),215-1985,,HY,WAT,,1.2,OP
P244,Tyee Lake Hydroelectric Facility,217-2009,UNIT1,HY,WAT,,11.3,OP
P244,Tyee Lake Hydroelectric Facility,217-2009,UNIT2,HY,WAT,,11.3,OP
P246,Stevens Village,181-0000,4,IC,DFO,,0.037,OS
P246,Stevens Village,181-0000,1,IC,DFO,,0.097,OP
P246,Stevens Village,181-0000,2,IC,DFO,,0.078,OP
P246,Stevens Village,181-0000,3,IC,DFO,,0.078,OP
P247,Takotna,182-0000,1,IC,DFO,,0.066,OP
P247,Takotna,182-0000,2,IC,DFO,,0.064,OP
P247,Takotna,182-0000,3,IC,DFO,,0.0,OS
P247,Takotna,182-0000,4,IC,DFO,,0.037,OS
P248,Port Alsworth,183-0000,2,IC,DFO,,0.0,OP
P248,Port Alsworth,183-0000,1,IC,DFO,,0.345,OP
P248,Port Alsworth,183-0000,3,IC,DFO,,0.47,OP
P249,Tanana,184-0000,2,IC,DFO,,0.68,OP
P249,Tanana,184-0000,3,IC,DFO,,0.43,OP
P249,Tanana,184-0000,4,IC,DFO,,0.175,OP
P249,Tanana,184-0000,1,IC,DFO,,0.32,OP
P25,Northway,012-0000,4,IC,DFO,,0.4,RE
P25,Northway,012-0000,1,IC,DFO,,0.424,OP
P25,Northway,012-0000,2,IC,DFO,,0.275,OP
P25,Northway,012-0000,3,IC,DFO,,0.4,OP
P252,Sand Point,187-0000,1,IC,DFO,,0.9,OP
P252,Sand Point,187-0000,2,IC,DFO,,0.875,OP
P252,Sand Point,187-0000,3,IC,DFO,,0.455,OP
P252,Sand Point,187-0000,4,IC,DFO,,0.65,OS
P252,Sand Point,187-0000,WT1,WT,WND,,0.5,OS
P252,Sand Point,187-0000,WT2,WT,WND,,0.5,OA
P253,Manley Hot Springs,188-0000,1,IC,DFO,,0.14,OP
P253,Manley Hot Springs,188-0000,2,IC,DFO,,0.096,OP
P254,TNSG North Plant,224_0000,CT1,GT,NG,,5.2,OP
P254,TNSG North Plant,224_0000,CT2,GT,NG,,5.2,OP
P254,TNSG North Plant,224_0000,CT3,GT,NG,,7.5,OP
P254,TNSG North Plant,224_0000,CT4,GT,NG,,7.5,OP
P254,TNSG North Plant,224_0000,13,IC,DFO,,0.3,OP
P255,TNSG South Plant,224_0000,1A,IC,NG,,1.4,OP
P255,TNSG South Plant,224_0000,2,IC,NG,,0.8,OP
P255,TNSG South Plant,224_0000,3,IC,NG,,0.8,OP
P255,TNSG South Plant,224_0000,4A,IC,NG,,1.4,OP
P255,TNSG South Plant,224_0000,6,IC,NG,,3.4,OP
P255,TNSG South Plant,224_0000,12,IC,NG,,0.6,RE
P256,Tenakee Springs,189-0000,,HY,WAT,,0.18,OP
P256,Tenakee Springs,189-0000,1,IC,DFO,,0.088,OP
P256,Tenakee Springs,189-0000,2,IC,DFO,,0.088,OP
P256,Tenakee Springs,189-0000,3,IC,DFO,,0.064,OP
P257,Tesoro Kenai Cogeneration Plant,215-1985,GEN1,GT,NG,DFO,4.3,OP
P257,Tesoro Kenai Cogeneration Plant,215-1985,GEN2,GT,NG,DFO,4.3,OP
P258,Tuluksak,190-0000,1,IC,DFO,,0.15,OP
P258,Tuluksak,190-0000,2,IC,DFO,,0.15,OS
P258,Tuluksak,190-0000,3,IC,DFO,,0.15,OP
P259,Tuntutuliak,191-0000,,BA,MWH,,0.295,OP
P259,Tuntutuliak,191-0000,1,IC,DFO,,0.275,OP
P259,Tuntutuliak,191-0000,2,IC,DFO,,0.3,OP
P259,Tuntutuliak,191-0000,1,IC,DFO,,0.275,OP
P259,Tuntutuliak,191-0000,2,IC,DFO,,0.3,OP
P259,Tuntutuliak,191-0000,3,IC,DFO,,0.22,OP
P259,Tuntutuliak,191-0000,4,IC,DFO,,0.325,OP
P259,Tuntutuliak,191-0000,,WT,WND,,0.475,OP
P26,Skagway,032-1998,1,HY,WAT,,0.4,OP
P26,Skagway,032-1998,2,HY,WAT,,0.1,OP
P26,Skagway,032-1998,3,HY,WAT,,0.3,OP
P26,Skagway,032-1998,4,HY,WAT,,0.2,OP
P26,Skagway,032-1998,1,IC,DFO,,0.855,OP
P26,Skagway,032-1998,2,IC,DFO,,1.1,OP
P26,Skagway,032-1998,3,IC,DFO,,0.5,OS
P26,Skagway,032-1998,4,IC,DFO,,0.93,OP
P260,Twin Hills,192-0000,1,IC,DFO,,0.213,OP
P260,Twin Hills,192-0000,2,IC,DFO,,0.128,UNK
P261,Nikolski,193-0000,,WT,WND,,0.065,
P262,Unalakleet,194-0000,1,IC,DFO,,0.4,RE
P262,Unalakleet,194-0000,2,IC,DFO,,0.4,RE
P262,Unalakleet,194-0000,3,IC,DFO,,0.4,RE
P262,Unalakleet,194-0000,4,IC,DFO,,0.4,RE
P262,Unalakleet,194-0000,1,IC,DFO,,0.475,OP
P262,Unalakleet,194-0000,2,IC,DFO,,0.475,OP
P262,Unalakleet,194-0000,3,IC,DFO,,0.475,OS
P262,Unalakleet,194-0000,4,IC,DFO,,0.475,OP
P262,Unalakleet,194-0000,,WT,WND,,0.6,OP
P263,Dutch Harbor,195-0000,10,IC,DFO,,5.2,OP
P263,Dutch Harbor,195-0000,11,IC,DFO,,5.2,OP
P263,Dutch Harbor,195-0000,12,IC,DFO,,4.4,OP
P263,Dutch Harbor,195-0000,13,IC,DFO,,4.4,OP
P263,Dutch Harbor,195-0000,15,IC,DFO,,0.3,SB
P263,Dutch Harbor,195-0000,8,IC,DFO,,1.2,OP
P263,Dutch Harbor,195-0000,9,IC,DFO,,1.2,OP
P263,Dutch Harbor,195-0000,1,IC,DFO,,0.3,RE
P263,Dutch Harbor,195-0000,2,IC,DFO,,0.3,RE
P263,Dutch Harbor,195-0000,3,IC,DFO,,0.6,RE
P263,Dutch Harbor,195-0000,4,IC,DFO,,0.9,RE
P263,Dutch Harbor,195-0000,5,IC,DFO,,0.6,RE
P263,Dutch Harbor,195-0000,6,IC,DFO,,1.4,RE
P264,Unalaska Power Module,195-0000,,BT,WH,,0.15,OP
P264,Unalaska Power Module,195-0000,7,IC,DFO,,1.1,OP
P265,Newtok,196-0000,1,IC,DFO,,0.15,OS
P265,Newtok,196-0000,2,IC,DFO,,0.229,OP
P266,Unisea G 2,195-0000,CAT4,IC,DFO,,1.0,OP
P266,Unisea G 2,195-0000,CAT5,IC,DFO,,1.0,OP
P266,Unisea G 2,195-0000,GEN1,IC,DFO,OBL,2.5,OP
P266,Unisea G 2,195-0000,GEN2,IC,DFO,OBL,2.6,OP
P266,Unisea G 2,195-0000,GEN3,IC,DFO,OBL,2.7,OP
P266,Unisea G 2,195-0000,GEN4,IC,DFO,OBL,2.5,OP
P266,Unisea G 2,195-0000,GEN5,IC,DFO,OBL,2.7,OP
P266,Unisea G 2,195-0000,GEN6,IC,DFO,OBL,2.5,OP
P266,Unisea G 2,195-0000,CAT1,IC,DFO,,0.8,RE
P266,Unisea G 2,195-0000,CAT2,IC,DFO,,0.9,RE
P267,University of Alaska Fairbanks,215-1985,GEN4,IC,DFO,,9.6,SB
P267,University of Alaska Fairbanks,215-1985,GEN1,ST,SUB,DFO,1.5,OS
P267,University of Alaska Fairbanks,215-1985,GEN2,ST,SUB,DFO,1.5,OS
P267,University of Alaska Fairbanks,215-1985,GEN3,ST,SUB,DFO,10.0,OA
P267,University of Alaska Fairbanks,215-1985,GEN5,ST,SUB,DFO,17.0,OP
P268,Eielson AFB Central Heat & Power Plant,215-1985,DG01,IC,DFO,,1.5,SB
P268,Eielson AFB Central Heat & Power Plant,215-1985,DG02,IC,DFO,,1.5,SB
P268,Eielson AFB Central Heat & Power Plant,215-1985,DG03,IC,DFO,,1.5,SB
P268,Eielson AFB Central Heat & Power Plant,215-1985,DG04,IC,DFO,,1.5,SB
P268,Eielson AFB Central Heat & Power Plant,215-1985,TG1,ST,SUB,,2.5,OP
P268,Eielson AFB Central Heat & Power Plant,215-1985,TG2,ST,SUB,,2.5,OP
P268,Eielson AFB Central Heat & Power Plant,215-1985,TG3,ST,SUB,,5.0,OP
P268,Eielson AFB Central Heat & Power Plant,215-1985,TG4,ST,SUB,,5.0,OP
P268,Eielson AFB Central Heat & Power Plant,215-1985,TG5,ST,SUB,,10.0,OP
P27,Slana Generating Station ,026-2011,3,IC,DFO,,0.4,RE
P27,Slana Generating Station ,026-2011,1,IC,DFO,,0.372,OP
P27,Slana Generating Station ,026-2011,2,IC,DFO,,0.35,OP
P27,Slana Generating Station ,026-2011,3,IC,DFO,,0.35,OP
P270,Venetie,197-0000,1,IC,DFO,,0.18,OP
P270,Venetie,197-0000,2,IC,DFO,,0.19,OP
P270,Venetie,197-0000,3,IC,DFO,,0.125,OS
P271,Westward Seafoods,195-0000,2,IC,DFO,,2.2,OP
P271,Westward Seafoods,195-0000,3,IC,DFO,,2.2,OP
P271,Westward Seafoods,195-0000,4,IC,DFO,,2.2,OP
P272,White Mountain,198-0000,1,IC,DFO,,0.157,OP
P272,White Mountain,198-0000,2,IC,DFO,,0.0,OS
P272,White Mountain,198-0000,3,IC,DFO,,0.225,OP
P273,Wrangell,217-2009,11,IC,DFO,,2.0,OP
P273,Wrangell,217-2009,12,IC,DFO,,2.0,OP
P273,Wrangell,217-2009,13,IC,DFO,,2.0,OP
P273,Wrangell,217-2009,9,IC,DFO,,2.5,OP
P273,Wrangell,217-2009,1,IC,DFO,,1.3,RE
P273,Wrangell,217-2009,2,IC,DFO,,1.3,RE
P273,Wrangell,217-2009,3,IC,DFO,,1.3,RE
P273,Wrangell,217-2009,4,IC,DFO,,1.3,RE
P273,Wrangell,217-2009,5,IC,DFO,,0.5,RE
P273,Wrangell,217-2009,7,IC,DFO,,0.5,RE
P275,Marathon Hydro,215-1985,,HY,WAT,,0.16,OS
P276,McRoberts Creek,215-1985,,HY,WAT,,0.125,OP
P278,Klawock,023-2015,1,IC,DFO,,0.5,RE
P278,Klawock,023-2015,2,IC,DFO,,0.5,RE
P278,Klawock,023-2015,3,IC,DFO,,0.1,RE
