,year,plant_name,aea_energy_region,source,data_version,fuel_type,generation,acep_region
8312,2015,Bethel,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,42481.8,Rural Remote
8320,2015,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1653.595,Rural Remote
8324,2015,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,922.659,Rural Remote
8328,2015,Emmonak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,3580.176,Rural Remote
8332,2015,Emmonak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,337.661,Rural Remote
8336,2015,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2789.967,Rural Remote
8340,2015,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,499.906,Rural Remote
8344,2015,Kasigluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2749.219,Rural Remote
8348,2015,Kasigluk,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,378.784,Rural Remote
8352,2015,Kotlik,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2010.883,Rural Remote
8360,2015,Marshall,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1506.366,Rural Remote
8368,2015,Pilot Station,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1809.641,Rural Remote
8376,2015,Quinhagak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1754.134,Rural Remote
8380,2015,Quinhagak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,485.175,Rural Remote
8384,2015,Saint Mary's,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,3070.399,Rural Remote
8392,2015,Scammon Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1671.054,Rural Remote
8400,2015,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2871.147,Rural Remote
8404,2015,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,729.037,Rural Remote
8408,2015,Kalskag,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1393.635,Rural Remote
8416,2015,Eek,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,879.54,Rural Remote
8424,2015,Goodnews Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,680.65,Rural Remote
8432,2015,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,753.95,Rural Remote
8436,2015,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,199.021,Rural Remote
8440,2015,Russian Mission,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,997.381,Rural Remote
8464,2015,Mountain Village,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2884.924,Rural Remote
8512,2015,Barrow,North Slope,EIA923,Early Release,Oil,1.588,Rural Remote
8513,2015,Barrow,North Slope,EIA923,Early Release,Gas,50110.412,Rural Remote
8520,2015,Anaktuvuk Pass,North Slope,PCE,Early Release,Oil,4110.0,Rural Remote
8528,2015,Atqasuk,North Slope,PCE,Early Release,Oil,3442.36,Rural Remote
8536,2015,Kaktovik,North Slope,PCE,Early Release,Oil,4733.1,Rural Remote
8544,2015,Nuiqsut,North Slope,EIA923,Early Release,Oil,392.256,Rural Remote
8545,2015,Nuiqsut,North Slope,EIA923,Early Release,Gas,6250.744,Rural Remote
8552,2015,Point Hope,North Slope,PCE,Early Release,Oil,6584.988306,Rural Remote
8560,2015,Point Lay,North Slope,PCE,Early Release,Oil,3577.981,Rural Remote
8568,2015,Wainwright,North Slope,PCE,Early Release,Oil,7296.27,Rural Remote
8577,2015,TNSG North Plant,North Slope,EIA923,Early Release,Gas,79920.0,Rural Remote
8585,2015,TNSG South Plant,North Slope,EIA923,Early Release,Gas,801.0,Rural Remote
8592,2015,Buckland,Northwest Arctic,PCE,Early Release,Oil,1733.571748,Rural Remote
8596,2015,Buckland,Northwest Arctic,PCE,Early Release,Wind,73.84,Rural Remote
8600,2015,Deering,Northwest Arctic,PCE,Early Release,Oil,700.837073,Rural Remote
8608,2015,Kotzebue,Northwest Arctic,PCE,Early Release,Oil,18117.048,Rural Remote
8612,2015,Kotzebue,Northwest Arctic,PCE,Early Release,Wind,3319.995,Rural Remote
8616,2015,Ambler,Northwest Arctic,PCE,Early Release,Oil,1492.79,Rural Remote
8624,2015,Kiana,Northwest Arctic,PCE,Early Release,Oil,1617.644,Rural Remote
8632,2015,Kivalina,Northwest Arctic,PCE,Early Release,Oil,1214.445,Rural Remote
8640,2015,Noatak,Northwest Arctic,PCE,Early Release,Oil,1837.843,Rural Remote
8648,2015,Noorvik,Northwest Arctic,PCE,Early Release,Oil,1976.306,Rural Remote
8656,2015,Selawik,Northwest Arctic,PCE,Early Release,Oil,2678.128,Rural Remote
8660,2015,Selawik,Northwest Arctic,PCE,Early Release,Wind,104.58,Rural Remote
8664,2015,Shungnak,Northwest Arctic,PCE,Early Release,Oil,1578.936,Rural Remote
8680,2015,Anchorage 1,Railbelt,EIA923,Early Release,Oil,22.908,Railbelt
8681,2015,Anchorage 1,Railbelt,EIA923,Early Release,Gas,47759.092,Railbelt
8691,2015,Eklutna Hydro Project,Railbelt,EIA923,Early Release,Hydro,92243.0,Railbelt
8696,2015,George M Sullivan Generation Plant 2,Railbelt,EIA923,Early Release,Oil,835.771,Railbelt
8697,2015,George M Sullivan Generation Plant 2,Railbelt,EIA923,Early Release,Gas,653306.229,Railbelt
8706,2015,Aurora Energy LLC Chena,Railbelt,EIA923,Early Release,Coal,198296.0,Railbelt
8713,2015,Beluga,Railbelt,EIA923,Early Release,Gas,381942.0,Railbelt
8723,2015,Cooper Lake,Railbelt,EIA923,Early Release,Hydro,16425.0,Railbelt
8729,2015,Southcentral Power Project,Railbelt,"EIA923, FERC1",Early Release,Gas,1206285.0,Railbelt
8736,2015,Fort Greely Power Plant,Railbelt,EIA923,Early Release,Oil,101.92,Railbelt
8746,2015,Utility Plants Section,Railbelt,EIA923,Early Release,Coal,119233.486,Railbelt
8753,2015,JBER Landfill Gas Power Plant,Railbelt,EIA923,Early Release,Gas,50132.0,Railbelt
8764,2015,Delta Wind Farm,Railbelt,EIA923,Early Release,Wind,4000.0,Railbelt
8772,2015,Fire Island Wind,Railbelt,EIA923,Early Release,Wind,50562.0,Railbelt
8796,2015,Eva Creek Wind,Railbelt,EIA923,Early Release,Wind,72784.0,Railbelt
8800,2015,Fairbanks,Railbelt,EIA923,Early Release,Oil,5842.0,Railbelt
8808,2015,Healy,Railbelt,EIA923,Early Release,Oil,6590.568,Railbelt
8810,2015,Healy,Railbelt,EIA923,Early Release,Coal,241117.217,Railbelt
8816,2015,North Pole,Railbelt,EIA923,Early Release,Oil,340147.0,Railbelt
8825,2015,Bernice Lake,Railbelt,EIA923,Early Release,Gas,339.0,Railbelt
8835,2015,Bradley Lake,Railbelt,EIA923,Early Release,Hydro,471705.0,Railbelt
8841,2015,Nikiski Co-Generation,Railbelt,EIA923,Early Release,Gas,395023.0,Railbelt
8848,2015,Seldovia,Railbelt,EIA923,Early Release,Oil,72.0,Railbelt
8857,2015,Soldotna,Railbelt,EIA923,Early Release,Gas,41087.0,Railbelt
8865,2015,Eklutna Generation Station,Railbelt,EIA923,Early Release,Gas,476985.0,Railbelt
8872,2015,Seward,Railbelt,EIA923,Early Release,Oil,386.0,Railbelt
8880,2015,Tesoro Kenai Cogeneration Plant,Railbelt,EIA923,Early Release,Oil,156.103,Railbelt
8881,2015,Tesoro Kenai Cogeneration Plant,Railbelt,EIA923,Early Release,Gas,70300.997,Railbelt
8888,2015,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Oil,5390.087,Railbelt
8890,2015,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Coal,41616.602,Railbelt
8896,2015,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Oil,236.0,Railbelt
8898,2015,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Coal,67286.0,Railbelt
8921,2015,International,Railbelt,EIA923,Early Release,Gas,874.0,Railbelt
8947,2015,Lake Dorothy Hydroelectric Project,Southeast,EIA923,Early Release,Hydro,84921.0,Coastal
8952,2015,Lemon Creek,Southeast,EIA923,Early Release,Oil,293.0,Coastal
8963,2015,Salmon Creek 1,Southeast,EIA923,Early Release,Hydro,31260.0,Coastal
8971,2015,Snettisham,Southeast,EIA923,Early Release,Hydro,278023.0,Coastal
8976,2015,Elfin Cove,Southeast,PCE,Early Release,Oil,315.24,Coastal
8987,2015,Black Bear Lake,Southeast,EIA923,Early Release,Hydro,21168.0,Coastal
8995,2015,Goat Lake Hydro,Southeast,EIA923,Early Release,Hydro,15691.0,Coastal
9000,2015,Angoon,Southeast,PCE,Early Release,Oil,1806.774,Coastal
9008,2015,Hoonah,Southeast,PCE,Early Release,Oil,4086.222,Coastal
9011,2015,Hoonah,Southeast,PCE,Early Release,Hydro,632.115,Coastal
9016,2015,Kake,Southeast,PCE,Early Release,Oil,2358.927,Coastal
9027,2015,Chilkat Valley,Southeast,PCE,Early Release,Hydro,1141.54,Coastal
9035,2015,Kasidaya Creek Hydro,Southeast,EIA923,Early Release,Hydro,8638.0,Coastal
9043,2015,Beaver Falls,Southeast,EIA923,Early Release,Hydro,45980.0,Coastal
9051,2015,Ketchikan,Southeast,EIA923,Early Release,Hydro,23133.0,Coastal
9067,2015,Silvis,Southeast,EIA923,Early Release,Hydro,13607.0,Coastal
9075,2015,Swan Lake,Southeast,EIA923,Early Release,Hydro,61089.0,Coastal
9083,2015,Whitman,Southeast,EIA923,Early Release,Hydro,8712.0,Coastal
9091,2015,South Fork,Southeast,EIA923,Early Release,Hydro,5891.0,Coastal
9096,2015,Centennial,Southeast,EIA923,Early Release,Oil,1328.0,Coastal
9104,2015,Craig,Southeast,EIA923,Early Release,Oil,1014.0,Coastal
9115,2015,Chester Lake,Southeast,EIA923,Early Release,Hydro,5429.0,Coastal
9123,2015,Purple Lake,Southeast,EIA923,Early Release,Hydro,14712.0,Coastal
9128,2015,False Island,Southeast,EIA923,Early Release,Oil,828.0,Coastal
9136,2015,Haines,Southeast,PCE,Early Release,Oil,131.46,Coastal
9147,2015,Pelican,Southeast,EIA923,Early Release,Hydro,1129.0,Coastal
9152,2015,Blind Slough,Southeast,EIA923,Early Release,Oil,806.54,Coastal
9155,2015,Blind Slough,Southeast,EIA923,Early Release,Hydro,12669.0,Coastal
9179,2015,Blue Lake Hydro,Southeast,EIA923,Early Release,Hydro,59501.0,Coastal
9187,2015,Green Lake,Southeast,EIA923,Early Release,Hydro,49511.0,Coastal
9208,2015,Tenakee Springs,Southeast,PCE,Early Release,Oil,407.267,Coastal
9216,2015,Skagway,Southeast,PCE,Early Release,Oil,172.04,Coastal
9224,2015,Wrangell,Southeast,EIA923,Early Release,Oil,614.0,Coastal
9232,2015,Thorne Bay Plant,Southeast,EIA923,Early Release,Oil,184.0,Coastal
9240,2015,Gustavus,Southeast,PCE,Early Release,Oil,33.283,Coastal
9243,2015,Gustavus,Southeast,PCE,Early Release,Hydro,2115.992,Coastal
9248,2015,Whale Pass,Southeast,PCE,Early Release,Oil,323.737,Coastal
9259,2015,Annex Creek,Southeast,EIA923,Early Release,Hydro,27012.0,Coastal
9272,2015,Yakutat,Southeast,PCE,Early Release,Oil,5882.875,Coastal
9280,2015,Gold Creek,Southeast,EIA923,Early Release,Oil,21.0,Coastal
9283,2015,Gold Creek,Southeast,EIA923,Early Release,Hydro,6465.0,Coastal
9328,2015,Coffman Cove,Southeast,PCE,Early Release,Oil,8.51764,Coastal
9360,2015,Naukati Bay,Southeast,PCE,Early Release,Oil,31.104,Coastal
9368,2015,Ekwok,Southeast,PCE,Early Release,Oil,463.849,Coastal
9376,2015,Arctic Village,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,479.8166139,Rural Remote
9384,2015,Beaver,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,298.784,Rural Remote
9400,2015,Chalkyitsik,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,126.93,Rural Remote
9408,2015,Circle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,371.92,Rural Remote
9416,2015,Galena Electric Utility,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,5437.142,Rural Remote
9424,2015,Central,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,558.813,Rural Remote
9432,2015,Gwitchyaa Zhee,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,3117.618,Rural Remote
9440,2015,Hughes,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,446.694,Rural Remote
9448,2015,Koyukuk,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,272.628,Rural Remote
9456,2015,McGrath,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,2470.916,Rural Remote
9464,2015,Nikolai,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,434.207,Rural Remote
9472,2015,Rampart,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,56.799,Rural Remote
9480,2015,Ruby,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,671.984,Rural Remote
9488,2015,Takotna,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,245.1533955,Rural Remote
9496,2015,Tanana,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1286.465,Rural Remote
9504,2015,Northway,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1156.8,Rural Remote
9512,2015,Manley Hot Springs,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,511.807,Rural Remote
9520,2015,Venetie,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,638.4,Rural Remote
9528,2015,Tok,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,9257.72,Rural Remote
9536,2015,Allakaket,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,596.952,Rural Remote
9544,2015,Bettles,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,537.3,Rural Remote
9552,2015,Eagle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,711.006,Rural Remote
9557,2015,Eagle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Solar,8.779,Rural Remote
9560,2015,Healy Lake,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,6.863,Rural Remote
9568,2015,Anvik,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,430.561,Rural Remote
9576,2015,Grayling,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,609.336,Rural Remote
9584,2015,Holy Cross,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,604.756,Rural Remote
9592,2015,Huslia,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1021.094,Rural Remote
9600,2015,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,632.241,Rural Remote
9605,2015,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Solar,8.173,Rural Remote
9608,2015,Minto,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,663.715,Rural Remote
9616,2015,Nulato,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,985.13,Rural Remote
9624,2015,Shageluk,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,386.457,Rural Remote
9648,2016,Atka,Aleutians,PCE,Early Release,Oil,120.057,Rural Remote
9651,2016,Atka,Aleutians,PCE,Early Release,Hydro,358.759,Rural Remote
9656,2016,False Pass,Aleutians,PCE,Early Release,Oil,611.624,Rural Remote
9664,2016,Cold Bay,Aleutians,PCE,Early Release,Oil,1946.696,Rural Remote
9672,2016,King Cove,Aleutians,PCE,Early Release,Oil,2297.174,Rural Remote
9675,2016,King Cove,Aleutians,PCE,Early Release,Hydro,2005.0,Rural Remote
9680,2016,Nelson Lagoon,Aleutians,PCE,Early Release,Oil,321.212,Rural Remote
9688,2016,Saint George,Aleutians,PCE,Early Release,Oil,543.698,Rural Remote
9692,2016,Saint George,Aleutians,PCE,Early Release,Wind,57.192,Rural Remote
9700,2016,Saint Paul,Aleutians,PCE,Early Release,Wind,592.969,Rural Remote
9704,2016,Adak,Aleutians,PCE,Early Release,Oil,1977.794,Rural Remote
9716,2016,Sand Point,Aleutians,PCE,Early Release,Wind,735.698,Rural Remote
9720,2016,Nikolski,Aleutians,PCE,Early Release,Oil,192.999,Rural Remote
9728,2016,Dutch Harbor,Aleutians,EIA923,Early Release,Oil,46918.0,Rural Remote
9736,2016,Unalaska Power Module,Aleutians,EIA923,Early Release,Oil,289.0,Rural Remote
9744,2016,Unisea G 2,Aleutians,EIA923,Early Release,Oil,29837.22,Rural Remote
9751,2016,Unisea G 2,Aleutians,EIA923,Early Release,Other,501.78,Rural Remote
9752,2016,Westward Seafoods,Aleutians,EIA923,Early Release,Oil,18455.0,Rural Remote
9760,2016,Akutan,Aleutians,PCE,Early Release,Oil,463.935,Rural Remote
9763,2016,Akutan,Aleutians,PCE,Early Release,Hydro,112.431,Rural Remote
9776,2016,Diomede,Bering Straits,PCE,Early Release,Oil,90.01,Rural Remote
9784,2016,Golovin,Bering Straits,PCE,Early Release,Oil,935.455,Rural Remote
9792,2016,Snake River,Bering Straits,PCE,Early Release,Oil,29455.264,Rural Remote
9796,2016,Snake River,Bering Straits,PCE,Early Release,Wind,1726.729,Rural Remote
9800,2016,Unalakleet,Bering Straits,PCE,Early Release,Oil,3377.605,Rural Remote
9804,2016,Unalakleet,Bering Straits,PCE,Early Release,Wind,964.785,Rural Remote
9808,2016,White Mountain,Bering Straits,PCE,Early Release,Oil,769.4,Rural Remote
9816,2016,Brevig Mission,Bering Straits,PCE,Early Release,Oil,1179.566,Rural Remote
9824,2016,Elim,Bering Straits,PCE,Early Release,Oil,1294.366,Rural Remote
9832,2016,Gambell,Bering Straits,PCE,Early Release,Oil,1323.628,Rural Remote
9836,2016,Gambell,Bering Straits,PCE,Early Release,Wind,684.108,Rural Remote
9840,2016,Koyuk,Bering Straits,PCE,Early Release,Oil,1303.487,Rural Remote
9848,2016,Savoonga,Bering Straits,PCE,Early Release,Oil,2157.808,Rural Remote
9852,2016,Savoonga,Bering Straits,PCE,Early Release,Wind,180.963,Rural Remote
9856,2016,Shishmaref,Bering Straits,PCE,Early Release,Oil,1684.446,Rural Remote
9864,2016,Stebbins,Bering Straits,PCE,Early Release,Oil,3406.212,Rural Remote
9872,2016,Shaktoolik,Bering Straits,PCE,Early Release,Oil,752.408,Rural Remote
9876,2016,Shaktoolik,Bering Straits,PCE,Early Release,Wind,436.104,Rural Remote
9880,2016,Teller,Bering Straits,PCE,Early Release,Oil,866.054,Rural Remote
9888,2016,Wales,Bering Straits,PCE,Early Release,Oil,656.062,Rural Remote
9904,2016,Chignik Lagoon,Bristol Bay,PCE,Early Release,Oil,8.548,Rural Remote
9907,2016,Chignik Lagoon,Bristol Bay,PCE,Early Release,Hydro,666.373,Rural Remote
9912,2016,Chignik Lake,Bristol Bay,PCE,Early Release,Oil,356.58,Rural Remote
9920,2016,Chignik,Bristol Bay,PCE,Early Release,Oil,665.324,Rural Remote
9928,2016,Clark's Point,Bristol Bay,PCE,Early Release,Oil,224.96,Rural Remote
9936,2016,Egegik,Bristol Bay,PCE,Early Release,Oil,542.53,Rural Remote
9944,2016,Igiugig,Bristol Bay,PCE,Early Release,Oil,340.632,Rural Remote
9952,2016,Newhalen,Bristol Bay,PCE,Early Release,Oil,78.53,Rural Remote
9955,2016,Newhalen,Bristol Bay,PCE,Early Release,Hydro,3539.57,Rural Remote
9960,2016,Kokhanok,Bristol Bay,PCE,Early Release,Oil,428.9,Rural Remote
9968,2016,Levelock,Bristol Bay,PCE,Early Release,Oil,450.688,Rural Remote
9976,2016,Manokotak,Bristol Bay,PCE,Early Release,Oil,1389.804,Rural Remote
9984,2016,Naknek,Bristol Bay,PCE,Early Release,Oil,22085.813,Rural Remote
9992,2016,Koliganek,Bristol Bay,PCE,Early Release,Oil,733.288,Rural Remote
10000,2016,Dillingham,Bristol Bay,PCE,Early Release,Oil,18479.2,Rural Remote
10008,2016,Pedro Bay,Bristol Bay,PCE,Early Release,Oil,195.538,Rural Remote
10016,2016,Pilot Point,Bristol Bay,PCE,Early Release,Oil,454.064,Rural Remote
10024,2016,Port Heiden,Bristol Bay,PCE,Early Release,Oil,515.04,Rural Remote
10032,2016,Port Alsworth,Bristol Bay,PCE,Early Release,Oil,859.334,Rural Remote
10040,2016,New Stuyahok,Bristol Bay,PCE,Early Release,Oil,1377.62,Rural Remote
10048,2016,Togiak,Bristol Bay,PCE,Early Release,Oil,3034.629,Rural Remote
10056,2016,Perryville,Bristol Bay,PCE,Early Release,Oil,440.102,Rural Remote
10060,2016,Perryville,Bristol Bay,PCE,Early Release,Wind,8.029,Rural Remote
10061,2016,Perryville,Bristol Bay,PCE,Early Release,Solar,0.835,Rural Remote
10064,2016,Chenega Bay,Copper River/Chugach,PCE,Early Release,Oil,269.07,Coastal
10072,2016,Chitina,Copper River/Chugach,PCE,Early Release,Oil,444.582,Coastal
10083,2016,Allison Creek Hydro,Copper River/Chugach,EIA923,Early Release,Hydro,881.0,Coastal
10088,2016,Glennallen,Copper River/Chugach,EIA923,Early Release,Oil,10403.0,Coastal
10099,2016,Solomon Gulch,Copper River/Chugach,EIA923,Early Release,Hydro,54850.0,Coastal
10104,2016,Valdez,Copper River/Chugach,EIA923,Early Release,Oil,5050.0,Coastal
10112,2016,Valdez Cogen,Copper River/Chugach,EIA923,Early Release,Oil,17636.0,Coastal
10131,2016,Humpback Creek,Copper River/Chugach,EIA923,Early Release,Hydro,3743.0,Coastal
10136,2016,Orca,Copper River/Chugach,EIA923,Early Release,Oil,5589.0,Coastal
10147,2016,Power Creek,Copper River/Chugach,EIA923,Early Release,Hydro,15539.0,Coastal
10152,2016,Tatitlek,Copper River/Chugach,PCE,Early Release,Oil,414.243,Coastal
10168,2016,Slana,Copper River/Chugach,PCE,Early Release,Oil,1266.426,Coastal
10176,2016,Chistochina,Copper River/Chugach,PCE,Early Release,Oil,42.3,Coastal
10192,2016,Karluk,Kodiak,PCE,Early Release,Oil,213.859,Coastal
10236,2016,Pillar Mountain Wind Project Microgrid,Kodiak,EIA923,Early Release,Wind,29309.0,Coastal
10251,2016,Terror Lake Microgrid,Kodiak,EIA923,Early Release,Hydro,124484.0,Coastal
10256,2016,Akhiok,Kodiak,PCE,Early Release,Oil,312.066,Coastal
10264,2016,Ouzinkie,Kodiak,PCE,Early Release,Oil,294.551,Coastal
10267,2016,Ouzinkie,Kodiak,PCE,Early Release,Hydro,446.965,Coastal
10272,2016,Old Harbor,Kodiak,PCE,Early Release,Oil,869.528,Coastal
10288,2016,Larsen Bay,Kodiak,PCE,Early Release,Oil,56.446,Coastal
10291,2016,Larsen Bay,Kodiak,PCE,Early Release,Hydro,799.771,Coastal
10296,2016,Aniak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2613.996,Rural Remote
10304,2016,Atmautluak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,724.5018889,Rural Remote
10312,2016,Kipnuk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1821.561,Rural Remote
10320,2016,Kwethluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1752.639,Rural Remote
10328,2016,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,869.77,Rural Remote
10332,2016,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,381.503,Rural Remote
10336,2016,Lime Village,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,71.149,Rural Remote
10344,2016,Chuathbaluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,245.655,Rural Remote
10352,2016,Crooked Creek,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,257.797,Rural Remote
10360,2016,Red Devil,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,63.519,Rural Remote
10368,2016,Sleetmute,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,245.351,Rural Remote
10376,2016,Stony River,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,121.018344,Rural Remote
10384,2016,Napaskiak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,973.386,Rural Remote
10392,2016,Chefornak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1516.727,Rural Remote
10400,2016,Nunam Iqua,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,766.044,Rural Remote
10408,2016,Kongiganak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,66.51,Rural Remote
10412,2016,Kongiganak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,184.889,Rural Remote
10420,2016,Tuntutuliak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,102.568,Rural Remote
10424,2016,Newtok,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,441.088,Rural Remote
10432,2016,Akiachak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1971.032,Rural Remote
10440,2016,Akiak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1133.561,Rural Remote
10448,2016,Alakanuk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1282.889,Rural Remote
10456,2016,Bethel,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,41975.0,Rural Remote
10464,2016,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1811.252,Rural Remote
10468,2016,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,734.708,Rural Remote
